name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,price_per_km,brand
Maruti Wagon R Stingray VXI,2014.0,300000.0,59059.0,Petrol,Dealer,Manual,First Owner,12.0,5.07966609661525,Maruti
Hyundai Accent Executive,2013.0,200000.0,60000.0,Petrol,Individual,Manual,First Owner,13.0,3.3333333333333335,Hyundai
Unknown,2012.0,350000.0,39039.0,Petrol,Dealer,Manual,First Owner,14.0,8.965393580778196,Unknown
Unknown,2014.0,335000.0,60000.0,Petrol,Dealer,Manual,First Owner,12.0,5.583333333333333,Unknown
Hyundai Verna Transform SX VTVT,2014.0,370000.0,55168.0,Petrol,Individual,Manual,Second Owner,12.0,6.7067865429234335,Hyundai
Hyundai i20 1.2 Sportz,2013.0,375000.0,41041.0,Petrol,Dealer,Manual,First Owner,13.0,9.137204259155478,Hyundai
Hyundai i10 Magna,2009.0,235000.0,67067.0,Petrol,Dealer,Manual,First Owner,17.0,3.5039587278393247,Hyundai
Hyundai i10 Sportz 1.2 AT,2013.0,345000.0,66066.0,Petrol,Dealer,Automatic,First Owner,13.0,5.222050676596131,Hyundai
Mahindra Quanto C8,2013.0,365000.0,60000.0,Diesel,Dealer,Manual,First Owner,13.0,6.083333333333333,Mahindra
Hyundai Grand i10 Sportz,2014.0,400000.0,48000.0,Petrol,Individual,Manual,First Owner,12.0,8.333333333333334,Hyundai
Hyundai EON D Lite Plus,2015.0,250000.0,30000.0,Petrol,Individual,Manual,First Owner,11.0,8.333333333333334,Hyundai
Hyundai Verna SX CRDi AT,2012.0,465000.0,70070.0,Diesel,Dealer,Automatic,First Owner,14.0,6.636220921935208,Hyundai
Renault KWID RXT,2017.0,300000.0,10000.0,Petrol,Individual,Manual,First Owner,9.0,30.0,Renault
Maruti Swift Dzire ZXI 1.2 BS IV,2018.0,655000.0,25000.0,Petrol,Individual,Manual,First Owner,8.0,26.2,Maruti
Maruti Wagon R LXI CNG,2016.0,350000.0,30000.0,CNG,Individual,Manual,Second Owner,10.0,11.666666666666666,Maruti
Hyundai i10 Sportz 1.2 AT,2015.0,500000.0,60000.0,Petrol,Dealer,Automatic,First Owner,11.0,8.333333333333334,Hyundai
Hyundai Grand i10 AT Asta,2015.0,465000.0,63063.0,Petrol,Dealer,Automatic,First Owner,11.0,7.373578802150231,Hyundai
Maruti Swift VDi BSIII W/ ABS,2008.0,350000.0,70000.0,Diesel,Individual,Manual,First Owner,18.0,5.0,Maruti
Maruti Omni MPI STD BSIV,2012.0,250000.0,90000.0,Petrol,Individual,Manual,First Owner,14.0,2.7777777777777777,Maruti
Hyundai Accent GLE 1,1999.0,60000.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,27.0,0.6666666666666666,Hyundai
Hyundai Getz GLX,2005.0,70000.0,60000.0,Petrol,Individual,Manual,Third Owner,21.0,1.1666666666666667,Hyundai
Chevrolet Optra Magnum 2.0 LS,2014.0,195000.0,60000.0,Diesel,Individual,Manual,First Owner,12.0,3.25,Chevrolet
Datsun RediGO S,2016.0,270000.0,60000.0,Petrol,Individual,Manual,First Owner,10.0,4.5,Datsun
Honda WR-V i-DTEC VX,2014.0,650000.0,140000.0,Diesel,Individual,Manual,First Owner,12.0,4.642857142857143,Honda
Hyundai i20 Asta 1.4 CRDi,2014.0,370000.0,80000.0,Diesel,Individual,Manual,First Owner,12.0,4.625,Hyundai
Maruti Swift VDI Optional,2016.0,509999.0,40000.0,Diesel,Individual,Manual,First Owner,10.0,12.749975,Maruti
Maruti Zen Estilo VXI BSIV,2011.0,280000.0,33000.0,Petrol,Individual,Manual,First Owner,15.0,8.484848484848484,Maruti
Maruti A-Star Vxi,2010.0,350000.0,40000.0,Petrol,Individual,Manual,First Owner,16.0,8.75,Maruti
Renault KWID 1.0 RXT Optional,2014.0,300000.0,10500.0,Petrol,Individual,Manual,First Owner,12.0,28.571428571428573,Renault
Mahindra Bolero 2011-2019 SLX,2013.0,400000.0,107000.0,Diesel,Individual,Manual,First Owner,13.0,3.7383177570093458,Mahindra
Hyundai i10 Sportz 1.2,2010.0,210000.0,60000.0,Petrol,Individual,Manual,Second Owner,16.0,3.5,Hyundai
Hyundai Santro Xing XG eRLX Euro III,2006.0,90000.0,120000.0,Petrol,Individual,Manual,Second Owner,20.0,0.75,Hyundai
Maruti Alto 800 LXI,2015.0,240000.0,60000.0,Petrol,Individual,Manual,Second Owner,11.0,4.0,Maruti
Toyota Etios Liva GD,2013.0,450000.0,70000.0,Diesel,Individual,Manual,First Owner,13.0,6.428571428571429,Toyota
Ford Ecosport 1.5 Petrol Ambiente,2017.0,650000.0,6000.0,Petrol,Individual,Manual,First Owner,9.0,108.33333333333333,Ford
Hyundai Verna SX Diesel,2010.0,200000.0,60000.0,Diesel,Dealer,Manual,Second Owner,16.0,3.3333333333333335,Hyundai
Hyundai Verna SX Diesel,2011.0,210000.0,72000.0,Petrol,Dealer,Manual,First Owner,15.0,2.9166666666666665,Hyundai
Tata Nano Cx BSIV,2014.0,75000.0,9528.0,Petrol,Dealer,Manual,First Owner,12.0,7.871536523929471,Tata
Toyota Innova 2.5 G (Diesel) 8 Seater,2011.0,450000.0,135200.0,Diesel,Dealer,Manual,First Owner,15.0,3.328402366863905,Toyota
Hyundai i20 1.2 Sportz,2011.0,220000.0,58000.0,Petrol,Dealer,Manual,First Owner,15.0,3.793103448275862,Hyundai
Hyundai i20 Magna 1.4 CRDi (Diesel),2013.0,325000.0,78000.0,Diesel,Dealer,Manual,Second Owner,13.0,4.166666666666667,Hyundai
Tata Zest Revotron 1.2T XE,2018.0,350000.0,45000.0,Petrol,Individual,Manual,First Owner,8.0,7.777777777777778,Tata
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017.0,825000.0,35000.0,Diesel,Individual,Manual,First Owner,9.0,23.571428571428573,Ford
Hyundai Accent GLS,2007.0,125000.0,76000.0,Petrol,Individual,Manual,Third Owner,19.0,1.644736842105263,Hyundai
Mahindra Xylo D2 BS IV,2014.0,434999.0,100000.0,Diesel,Individual,Manual,Third Owner,12.0,4.34999,Mahindra
Mahindra Scorpio SLE BSIV,2011.0,484999.0,99000.0,Diesel,Individual,Manual,Second Owner,15.0,4.8989797979797975,Mahindra
Maruti Ritz VDi,2009.0,175000.0,80000.0,Diesel,Individual,Manual,Third Owner,17.0,2.1875,Maruti
Honda Civic 1.8 S MT,2006.0,220000.0,120000.0,Petrol,Individual,Manual,Third Owner,20.0,1.8333333333333333,Honda
Honda BR-V i-VTEC VX MT,2020.0,1250000.0,1100.0,Petrol,Dealer,Manual,First Owner,6.0,1136.3636363636363,Honda
Maruti Omni E MPI STD BS IV,2017.0,215000.0,34000.0,Petrol,Dealer,Manual,First Owner,9.0,6.323529411764706,Maruti
Unknown,2014.0,625000.0,68000.0,Diesel,Individual,Manual,First Owner,12.0,9.191176470588236,Unknown
Ford EcoSport 1.5 Diesel Titanium BSIV,2018.0,615000.0,15000.0,Diesel,Individual,Manual,First Owner,8.0,41.0,Ford
Chevrolet Beat Diesel PS,2012.0,130000.0,58000.0,Diesel,Individual,Manual,First Owner,14.0,2.2413793103448274,Chevrolet
Tata Indigo CS eLX BS IV,2013.0,175000.0,50300.0,Diesel,Individual,Manual,First Owner,13.0,3.479125248508946,Tata
Tata Indigo CR4,2011.0,150000.0,70000.0,Diesel,Individual,Manual,Second Owner,15.0,2.142857142857143,Tata
Tata Indica Vista TDI LS,2011.0,195000.0,60000.0,Diesel,Individual,Manual,Third Owner,15.0,3.25,Tata
Maruti Ertiga 1.5 VDI,2020.0,550000.0,90000.0,Diesel,Individual,Manual,First Owner,6.0,6.111111111111111,Maruti
Isuzu D-Max V-Cross Standard,2018.0,1500000.0,40000.0,Diesel,Individual,Manual,First Owner,8.0,37.5,Isuzu
Skoda Superb 1.8 TFSI MT,2010.0,400000.0,80000.0,Petrol,Individual,Manual,Second Owner,16.0,5.0,Skoda
Nissan Kicks XV Premium D BSIV,2019.0,1350000.0,15000.0,Diesel,Individual,Manual,First Owner,7.0,90.0,Nissan
Maruti Swift 1.2 DLX,2015.0,350000.0,45000.0,Petrol,Individual,Manual,First Owner,11.0,7.777777777777778,Maruti
Maruti Swift VDI BSIV,2011.0,290000.0,130000.0,Diesel,Individual,Manual,Second Owner,15.0,2.230769230769231,Maruti
Mahindra Bolero Power Plus SLX,2014.0,700000.0,80000.0,Diesel,Individual,Manual,First Owner,12.0,8.75,Mahindra
Maruti Alto 800 Base,2014.0,175000.0,40000.0,Petrol,Individual,Manual,First Owner,12.0,4.375,Maruti
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017.0,575000.0,80000.0,Petrol,Individual,Manual,First Owner,9.0,7.1875,Volkswagen
Maruti Ritz LDi,2016.0,350000.0,60000.0,Diesel,Individual,Manual,Second Owner,10.0,5.833333333333333,Maruti
Mahindra Xylo D4 BSIV,2013.0,350000.0,151624.0,Diesel,Individual,Manual,Second Owner,13.0,2.3083416873318208,Mahindra
Renault Duster 85PS Diesel RxL Optional,2012.0,450000.0,160000.0,Diesel,Individual,Manual,First Owner,14.0,2.8125,Renault
Hyundai Santro AT CNG,2005.0,130000.0,110000.0,CNG,Individual,Manual,Second Owner,21.0,1.1818181818181819,Hyundai
Maruti Swift VDI BSIV,2015.0,320000.0,74820.0,Diesel,Individual,Manual,First Owner,11.0,4.276931301790965,Maruti
Mahindra XUV500 W6 2WD,2014.0,550000.0,82000.0,Diesel,Individual,Manual,First Owner,12.0,6.7073170731707314,Mahindra
Maruti Wagon R VXI BS IV,2015.0,370000.0,50000.0,Petrol,Individual,Manual,Second Owner,11.0,7.4,Maruti
Chevrolet Beat LT,2010.0,114999.0,70000.0,Petrol,Individual,Manual,Second Owner,16.0,1.642842857142857,Chevrolet
Ford Ecosport Sports Petrol,2020.0,1100000.0,1000.0,Petrol,Individual,Manual,First Owner,6.0,1100.0,Ford
Hyundai Tucson CRDi,2006.0,170000.0,170000.0,Diesel,Individual,Manual,First Owner,20.0,1.0,Hyundai
Tata Indigo TDI,2008.0,80000.0,150000.0,Diesel,Individual,Manual,Third Owner,18.0,0.5333333333333333,Tata
Ford EcoSport 1.5 Diesel Titanium BSIV,2014.0,950000.0,17000.0,Petrol,Individual,Manual,First Owner,12.0,55.88235294117647,Ford
Maruti Swift Dzire VDI,2014.0,425000.0,150000.0,Diesel,Individual,Manual,First Owner,12.0,2.8333333333333335,Maruti
Hyundai i20 Asta Option 1.4 CRDi,2015.0,500000.0,80000.0,Diesel,Individual,Manual,First Owner,11.0,6.25,Hyundai
Hyundai Santro Xing XG eRLX Euro III,2005.0,70000.0,170000.0,Petrol,Individual,Manual,Third Owner,21.0,0.4117647058823529,Hyundai
Honda Amaze S i-Dtech,2013.0,349000.0,120000.0,Diesel,Individual,Manual,First Owner,13.0,2.908333333333333,Honda
Hyundai i20 1.2 Sportz,2012.0,330000.0,90000.0,Petrol,Individual,Manual,Third Owner,14.0,3.6666666666666665,Hyundai
Hyundai Santro Xing GLS,2014.0,120000.0,90000.0,Petrol,Individual,Manual,Third Owner,12.0,1.3333333333333333,Hyundai
Hyundai Verna 1.6 SX CRDi (O),2013.0,430000.0,60000.0,Diesel,Individual,Manual,Second Owner,13.0,7.166666666666667,Hyundai
Maruti Swift VDI BSIV,2014.0,390000.0,90000.0,Diesel,Individual,Manual,First Owner,12.0,4.333333333333333,Maruti
Nissan Micra Diesel XV Primo,2012.0,225000.0,129000.0,Diesel,Individual,Manual,First Owner,14.0,1.744186046511628,Nissan
Mahindra Scorpio VLS AT 2.2 mHAWK,2010.0,350000.0,186000.0,Diesel,Individual,Manual,Second Owner,16.0,1.881720430107527,Mahindra
Tata Sumo LX,2009.0,100000.0,66778.0,Diesel,Individual,Manual,First Owner,17.0,1.497499176375453,Tata
Hyundai EON Era Plus,2014.0,350000.0,50000.0,Petrol,Individual,Manual,First Owner,12.0,7.0,Hyundai
Hyundai i20 Sportz 1.4 CRDi,2014.0,315000.0,110000.0,Diesel,Individual,Manual,Second Owner,12.0,2.8636363636363638,Hyundai
Unknown,2015.0,300000.0,60000.0,Diesel,Individual,Manual,Second Owner,11.0,5.0,Unknown
Renault KWID RXT,2016.0,280000.0,40000.0,Petrol,Individual,Manual,First Owner,10.0,7.0,Renault
Hyundai Tucson 2.0 e-VGT 2WD MT,2017.0,1650000.0,55000.0,Diesel,Dealer,Manual,First Owner,9.0,30.0,Hyundai
Unknown,2017.0,850000.0,20000.0,Petrol,Dealer,Automatic,Second Owner,9.0,42.5,Unknown
Maruti Celerio VXI AMT BSIV,2014.0,450000.0,39415.0,Petrol,Trustmark Dealer,Automatic,Second Owner,12.0,11.41697323354053,Maruti
Maruti Baleno Alpha 1.3,2014.0,350000.0,64672.0,Diesel,Trustmark Dealer,Manual,First Owner,12.0,5.411924789708065,Maruti
Hyundai Creta 1.6 SX Automatic Diesel,2015.0,1150000.0,54634.0,Diesel,Trustmark Dealer,Automatic,Second Owner,11.0,21.049163524545154,Hyundai
Honda City i VTEC V,2015.0,775000.0,66521.0,Petrol,Trustmark Dealer,Manual,First Owner,11.0,11.650456246899475,Honda
Hyundai Elite i20 Asta Option CVT BSIV,2019.0,720000.0,3000.0,Petrol,Individual,Automatic,First Owner,7.0,240.0,Hyundai
Toyota Innova Crysta 2.4 GX AT,2018.0,350000.0,23974.0,Diesel,Dealer,Automatic,First Owner,8.0,14.599149078168015,Toyota
Tata Tiago 1.2 Revotron XZ,2018.0,539000.0,10000.0,Petrol,Individual,Manual,First Owner,8.0,53.9,Tata
Maruti Celerio ZXI,2017.0,420000.0,50000.0,Petrol,Individual,Manual,First Owner,9.0,8.4,Maruti
Maruti Omni E 8 Str STD,2014.0,85000.0,60000.0,Petrol,Individual,Manual,Third Owner,12.0,1.4166666666666667,Maruti
OpelCorsa 1.6Gls,2004.0,142000.0,73000.0,Petrol,Individual,Manual,First Owner,22.0,1.9452054794520548,OpelCorsa
Hyundai EON D Lite,2014.0,180000.0,76000.0,Petrol,Individual,Manual,First Owner,12.0,2.3684210526315788,Hyundai
Chevrolet Tavera Neo 3 Max 9 Str BSIII,2014.0,400000.0,120000.0,Diesel,Individual,Manual,Second Owner,12.0,3.3333333333333335,Chevrolet
Mahindra Scorpio VLX 2WD ABS AT BSIII,2009.0,360000.0,170000.0,Petrol,Individual,Automatic,Third Owner,17.0,2.1176470588235294,Mahindra
Hyundai Santro Xing XG,2003.0,85000.0,110000.0,Petrol,Individual,Manual,Second Owner,23.0,0.7727272727272727,Hyundai
Honda Brio 1.2 S MT,2016.0,350000.0,63400.0,Petrol,Individual,Manual,First Owner,10.0,5.520504731861199,Honda
Datsun GO Plus T BSIV,2015.0,380000.0,25000.0,Petrol,Individual,Manual,First Owner,11.0,15.2,Datsun
Hyundai i10 Era,2009.0,140000.0,80000.0,Petrol,Individual,Manual,Third Owner,17.0,1.75,Hyundai
Maruti Wagon R VXI BS IV,2012.0,200000.0,90000.0,Petrol,Individual,Manual,First Owner,14.0,2.2222222222222223,Maruti
Unknown,2011.0,150000.0,157000.0,Petrol,Individual,Manual,First Owner,15.0,0.9554140127388535,Unknown
Tata Indica Vista Quadrajet LS,2012.0,150000.0,60000.0,Diesel,Individual,Manual,Second Owner,14.0,2.5,Tata
Maruti 800 Std BSII,2006.0,90000.0,60000.0,Petrol,Individual,Manual,Second Owner,20.0,1.5,Maruti
Mahindra Bolero SLX 2WD,2007.0,350000.0,100000.0,Diesel,Individual,Manual,Second Owner,19.0,3.5,Mahindra
Renault KWID RXT,2017.0,280000.0,50000.0,Petrol,Individual,Manual,First Owner,9.0,5.6,Renault
Maruti Alto K10 2010-2014 VXI,2011.0,200000.0,40000.0,Petrol,Individual,Manual,First Owner,15.0,5.0,Maruti
Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,2009.0,110000.0,38500.0,Petrol,Individual,Manual,Second Owner,17.0,2.857142857142857,Chevrolet
Hyundai i10 Magna,2008.0,140000.0,103921.0,Petrol,Individual,Manual,Second Owner,18.0,1.3471771826676033,Hyundai
Unknown,2018.0,1150000.0,14825.0,Petrol,Dealer,Manual,First Owner,8.0,77.57166947723441,Unknown
Honda BR-V i-DTEC VX MT,2014.0,910000.0,43377.0,Diesel,Dealer,Manual,First Owner,12.0,20.978859764391267,Honda
Ford Figo Diesel Titanium,2010.0,160000.0,102307.0,Diesel,Dealer,Manual,First Owner,16.0,1.5639203573558016,Ford
Maruti Zen LX,2004.0,105000.0,79000.0,Petrol,Individual,Manual,Second Owner,22.0,1.3291139240506329,Maruti
Maruti Wagon R LXI,2004.0,70000.0,90000.0,Petrol,Individual,Manual,Fourth & Above Owner,22.0,0.7777777777777778,Maruti
Chevrolet Beat Diesel,2012.0,160000.0,60000.0,Diesel,Individual,Manual,First Owner,14.0,2.6666666666666665,Chevrolet
Chevrolet Sail Hatchback LT ABS,2013.0,225000.0,80000.0,Diesel,Individual,Manual,First Owner,13.0,2.8125,Chevrolet
Honda City 1.3 EXI,2002.0,145000.0,100000.0,Petrol,Individual,Manual,First Owner,24.0,1.45,Honda
Unknown,2018.0,1200000.0,29600.0,Petrol,Dealer,Manual,First Owner,8.0,40.54054054054054,Unknown
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018.0,930000.0,20000.0,Diesel,Individual,Manual,First Owner,8.0,46.5,Ford
Hyundai EON D Lite,2016.0,210000.0,30000.0,Petrol,Individual,Manual,First Owner,10.0,7.0,Hyundai
Hyundai Getz 1.5 CRDi GVS,2008.0,110000.0,154000.0,Diesel,Individual,Manual,Third Owner,18.0,0.7142857142857143,Hyundai
Maruti Swift LXI,2011.0,175000.0,70000.0,Petrol,Individual,Manual,First Owner,15.0,2.5,Maruti
Renault Lodgy Stepway 85PS RXZ 8S,2017.0,350000.0,60000.0,Diesel,Individual,Manual,First Owner,9.0,5.833333333333333,Renault
Unknown,2014.0,550000.0,51000.0,Petrol,Individual,Manual,First Owner,12.0,10.784313725490197,Unknown
Maruti Alto LX BSIII,2008.0,85000.0,120000.0,Petrol,Individual,Manual,Second Owner,18.0,0.7083333333333334,Maruti
Renault Captur 1.5 Diesel RXT,2017.0,350000.0,13500.0,Diesel,Individual,Manual,First Owner,9.0,25.925925925925927,Renault
Toyota Etios 1.5 V,2016.0,509999.0,35000.0,Petrol,Individual,Manual,First Owner,10.0,14.5714,Toyota
Maruti Swift ZXI BSIV,2016.0,350000.0,7104.0,Petrol,Individual,Manual,First Owner,10.0,49.26801801801802,Maruti
Audi A6 2.0 TDI Premium Plus,2013.0,1300000.0,60000.0,Petrol,Dealer,Automatic,First Owner,13.0,21.666666666666668,Audi
Skoda Laura Ambiente 2.0 TDI CR MT,2012.0,385000.0,52000.0,Petrol,Dealer,Manual,First Owner,14.0,7.403846153846154,Skoda
BMW X5 xDrive 30d xLine,2019.0,350000.0,30000.0,Diesel,Dealer,Automatic,First Owner,7.0,11.666666666666666,BMW
Toyota Fortuner 4x2 AT,2017.0,350000.0,47162.0,Diesel,Trustmark Dealer,Automatic,First Owner,9.0,7.4212289555150335,Toyota
Maruti S-Cross Zeta DDiS 200 SH,2015.0,750000.0,45974.0,Diesel,Individual,Manual,First Owner,11.0,16.313568538739286,Maruti
Maruti Swift Dzire VDI,2014.0,600000.0,46507.0,Diesel,Trustmark Dealer,Manual,First Owner,12.0,12.901283677725933,Maruti
Maruti Baleno Alpha 1.3,2017.0,650000.0,70000.0,Diesel,Individual,Manual,First Owner,9.0,9.285714285714286,Maruti
Chevrolet Spark 1.0 LS,2011.0,140000.0,60000.0,Petrol,Individual,Manual,Second Owner,15.0,2.3333333333333335,Chevrolet
Maruti Alto LXi,2011.0,150000.0,70000.0,Petrol,Individual,Manual,First Owner,15.0,2.142857142857143,Maruti
Datsun GO Plus A Option Petrol,2018.0,450000.0,10000.0,Petrol,Individual,Manual,Second Owner,8.0,45.0,Datsun
Hyundai Accent CRDi,2006.0,170000.0,245244.0,Diesel,Individual,Manual,Fourth & Above Owner,20.0,0.6931871931627277,Hyundai
Renault KWID 1.0 RXT Optional,2017.0,400000.0,60000.0,Petrol,Individual,Manual,First Owner,9.0,6.666666666666667,Renault
Tata Tiago 1.2 Revotron XE,2016.0,300000.0,30000.0,Petrol,Individual,Manual,First Owner,10.0,10.0,Tata
Maruti Alto 800 Base,2012.0,250000.0,8000.0,Petrol,Individual,Manual,First Owner,14.0,31.25,Maruti
Tata Tigor 1.2 Revotron XM,2019.0,500000.0,10000.0,Petrol,Individual,Manual,First Owner,7.0,50.0,Tata
Unknown,2002.0,85000.0,100000.0,Diesel,Individual,Manual,Third Owner,24.0,0.85,Unknown
Nissan Sunny Diesel XL,2012.0,300000.0,110000.0,Diesel,Individual,Manual,First Owner,14.0,2.727272727272727,Nissan
Mahindra XUV500 AT W8 FWD,2015.0,740000.0,45000.0,Diesel,Dealer,Automatic,First Owner,11.0,16.444444444444443,Mahindra
Hyundai Santro Xing XG,2005.0,70000.0,68500.0,Petrol,Dealer,Manual,First Owner,21.0,1.0218978102189782,Hyundai
Hyundai Santro Sportz AMT,2019.0,484999.0,5007.0,Petrol,Dealer,Automatic,First Owner,7.0,96.86419013381266,Hyundai
Nissan Micra Active XV S,2013.0,164000.0,60000.0,Petrol,Individual,Manual,First Owner,13.0,2.7333333333333334,Nissan
Honda City 1.5 V AT,2008.0,140000.0,70000.0,Petrol,Individual,Automatic,First Owner,18.0,2.0,Honda
Mercedes-Benz E-Class E250 CDI Elegance,2011.0,999000.0,49600.0,Diesel,Dealer,Automatic,First Owner,15.0,20.141129032258064,Mercedes-Benz
Maruti Alto LXI,2005.0,56000.0,23000.0,Petrol,Individual,Manual,Second Owner,21.0,2.4347826086956523,Maruti
BMW 7 Series 730Ld,2006.0,1050000.0,60000.0,Diesel,Dealer,Automatic,First Owner,20.0,17.5,BMW
Unknown,2010.0,190000.0,38000.0,Petrol,Dealer,Manual,First Owner,16.0,5.0,Unknown
Unknown,2018.0,3899000.0,22000.0,Diesel,Dealer,Automatic,First Owner,8.0,177.22727272727272,Unknown
Hyundai i10 Sportz 1.2,2011.0,235000.0,60000.0,Petrol,Dealer,Manual,First Owner,15.0,3.9166666666666665,Hyundai
Unknown,2017.0,350000.0,10171.0,Petrol,Dealer,Manual,First Owner,9.0,34.41156228492773,Unknown
Renault Duster 110PS Diesel RxL,2015.0,465000.0,41123.0,Diesel,Dealer,Manual,First Owner,11.0,11.307540792257374,Renault
Toyota Camry Hybrid 2.5,2017.0,1900000.0,20118.0,Petrol,Dealer,Automatic,First Owner,9.0,94.44278755343474,Toyota
Honda City i DTec SV,2014.0,450000.0,40000.0,Diesel,Dealer,Manual,First Owner,12.0,11.25,Honda
Volkswagen Jetta 2.0L TDI Highline,2015.0,790000.0,52517.0,Diesel,Dealer,Manual,First Owner,11.0,15.042748062532132,Volkswagen
Mahindra Marazzo M2 8Str,2019.0,900000.0,60000.0,Petrol,Individual,Manual,First Owner,7.0,15.0,Mahindra
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014.0,450000.0,99117.0,Diesel,Dealer,Manual,First Owner,12.0,4.540088985744121,Ford
Chevrolet Spark 1.0 LS,2009.0,135000.0,90000.0,Petrol,Individual,Manual,First Owner,17.0,1.5,Chevrolet
Maruti Celerio ZXI MT BSIV,2019.0,425000.0,3700.0,Petrol,Individual,Manual,First Owner,7.0,114.86486486486487,Maruti
Tata Indica Vista Terra 1.4 TDI,2010.0,350000.0,80000.0,Diesel,Individual,Manual,First Owner,16.0,4.375,Tata
Ford EcoSport 1.5 TDCi Titanium BSIV,2015.0,350000.0,100000.0,Diesel,Individual,Manual,Second Owner,11.0,3.5,Ford
Tata Indica Vista Aqua 1.4 TDI,2011.0,90000.0,54000.0,Diesel,Individual,Manual,First Owner,15.0,1.6666666666666667,Tata
Hyundai EON Era Plus,2017.0,250000.0,19000.0,Petrol,Individual,Manual,First Owner,9.0,13.157894736842104,Hyundai
Maruti Swift Dzire VDI,2014.0,300000.0,60000.0,Diesel,Individual,Manual,First Owner,12.0,5.0,Maruti
Maruti Wagon R VXI BS IV,2014.0,275000.0,30000.0,Petrol,Individual,Manual,First Owner,12.0,9.166666666666666,Maruti
Honda BRV i-VTEC V MT,2017.0,600000.0,43500.0,Petrol,Individual,Manual,First Owner,9.0,13.793103448275861,Honda
Renault KWID RXT,2016.0,270000.0,60000.0,Petrol,Individual,Manual,Second Owner,10.0,4.5,Renault
Renault KWID RXT Optional,2016.0,240000.0,70000.0,Petrol,Individual,Manual,Second Owner,10.0,3.4285714285714284,Renault
Skoda Octavia Elegance 2.0 TDI AT,2014.0,1200000.0,135000.0,Diesel,Individual,Automatic,Third Owner,12.0,8.88888888888889,Skoda
Chevrolet Beat Diesel LS,2012.0,160000.0,60000.0,Diesel,Individual,Manual,First Owner,14.0,2.6666666666666665,Chevrolet
Honda City i-VTEC ZX,2018.0,1200000.0,29600.0,Petrol,Dealer,Manual,First Owner,8.0,40.54054054054054,Honda
Audi A4 30 TFSI Technology,2018.0,3100000.0,60000.0,Petrol,Individual,Automatic,First Owner,8.0,51.666666666666664,Audi
Honda Amaze VX Diesel BSIV,2018.0,350000.0,25000.0,Diesel,Dealer,Manual,First Owner,8.0,14.0,Honda
Honda Amaze VX Petrol BSIV,2018.0,690000.0,39000.0,Petrol,Dealer,Manual,First Owner,8.0,17.692307692307693,Honda
Unknown,2016.0,245000.0,60000.0,Petrol,Individual,Manual,First Owner,10.0,4.083333333333333,Unknown
Unknown,2018.0,680000.0,48600.0,Petrol,Dealer,Manual,First Owner,8.0,13.991769547325102,Unknown
Hyundai Grand i10 Asta Option,2017.0,540000.0,60000.0,Petrol,Individual,Manual,Second Owner,9.0,9.0,Hyundai
Unknown,2016.0,425000.0,25000.0,Petrol,Individual,Manual,First Owner,10.0,17.0,Unknown
Maruti Zen Estilo Sports,2008.0,140000.0,120000.0,Petrol,Individual,Manual,First Owner,18.0,1.1666666666666667,Maruti
Maruti Ertiga ZDI Plus,2014.0,1100000.0,30000.0,Diesel,Individual,Manual,First Owner,12.0,36.666666666666664,Maruti
Maruti Swift VXI,2013.0,370000.0,90000.0,Petrol,Individual,Manual,First Owner,13.0,4.111111111111111,Maruti
Tata Xenon XT EX 4X2,2014.0,291000.0,90000.0,Diesel,Individual,Manual,First Owner,12.0,3.2333333333333334,Tata
Renault KWID 1.0 RXT Optional,2016.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,10.0,5.833333333333333,Renault
Maruti Omni 5 Str STD,1998.0,65000.0,60000.0,Petrol,Dealer,Manual,First Owner,28.0,1.0833333333333333,Maruti
Maruti Swift Dzire VDI,2015.0,650000.0,58000.0,Diesel,Individual,Manual,First Owner,11.0,11.206896551724139,Maruti
Maruti Wagon R LX BS IV,2014.0,350000.0,40000.0,Petrol,Dealer,Manual,First Owner,12.0,8.75,Maruti
Maruti Wagon R LXI,2014.0,75000.0,60000.0,Petrol,Individual,Manual,Second Owner,12.0,1.25,Maruti
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),2012.0,440000.0,70000.0,Diesel,Dealer,Manual,First Owner,14.0,6.285714285714286,Hyundai
Hyundai Santro Xing GLS,2013.0,270000.0,60000.0,Petrol,Individual,Manual,First Owner,13.0,4.5,Hyundai
Toyota Innova 2.5 V Diesel 7-seater,2014.0,1150000.0,60000.0,Diesel,Dealer,Manual,First Owner,12.0,19.166666666666668,Toyota
Unknown,2015.0,350000.0,70000.0,Petrol,Dealer,Manual,First Owner,11.0,5.0,Unknown
Mercedes-Benz B Class B180 Sports,2013.0,1100000.0,40000.0,Petrol,Individual,Automatic,Second Owner,13.0,27.5,Mercedes-Benz
Mahindra XUV500 W10 2WD,2015.0,350000.0,75000.0,Diesel,Dealer,Manual,Second Owner,11.0,4.666666666666667,Mahindra
